83,200,35,131
83,199,35,131
85,196,35,131
88,200,33,125
91,198,35,131
99,199,35,131
102,199,35,131
104,200,35,131
108,200,35,131
110,201,35,131
112,201,35,131
114,201,35,131
115,200,35,131
118,200,35,131
120,200,35,131
122,200,35,131
125,200,35,131
132,195,37,138
138,194,37,138
142,193,37,138
145,194,37,138
146,191,39,144
149,192,39,144
152,194,39,144
155,193,39,144
157,191,39,144
161,190,39,144
164,190,39,144
168,193,37,138
171,191,37,138
171,190,37,138
173,191,37,138
177,191,37,138
180,190,37,138
184,190,37,138
187,191,37,138
190,188,39,144
194,190,39,144
197,188,39,144
202,186,39,144
210,185,39,144
217,184,39,144
222,185,39,144
225,182,39,144
227,183,39,144
228,181,39,144
230,180,39,144
232,182,39,144
235,182,39,144
238,181,39,144
246,179,39,144
251,180,39,144
258,183,37,138
261,185,37,138
266,191,35,131
268,188,37,138
270,186,39,144
276,185,39,144
279,187,39,144
283,189,39,144
285,192,37,138
292,192,37,138
301,187,39,144
311,185,39,144
316,188,39,144
319,187,39,144
324,186,39,144
329,190,37,138
333,190,37,138
336,192,37,138
340,188,39,144
345,188,39,144
349,191,37,138
354,193,37,138
357,198,35,131
360,194,37,138
363,194,37,138
366,194,37,138
369,194,37,138
372,194,37,138
375,195,37,138
379,197,35,131
382,194,37,138
382,195,37,138
383,194,37,138
384,193,35,131
382,189,37,138
379,189,37,138
378,189,37,138
376,189,37,138
375,192,35,131
373,190,35,131
371,189,37,138
369,186,39,144
366,186,39,144
364,188,39,144
362,190,39,144
359,190,39,144
357,191,39,144
357,194,37,138
357,197,37,138
354,194,39,144
355,193,39,144
354,194,39,144
355,198,37,138
354,197,39,144
355,201,37,138
356,202,37,138
356,204,37,138
357,204,37,138
357,205,37,138
357,204,37,138
358,205,37,138
359,205,37,138
359,201,39,144
360,201,39,144
361,202,39,144
361,201,39,144
361,201,39,144
363,202,39,144
363,202,39,144
364,203,39,144
366,207,37,138
368,213,35,131
370,213,35,131
371,213,35,131
374,219,33,125
378,220,33,125
383,219,33,125
386,216,33,125
391,216,33,125
393,211,35,131
398,206,37,138
404,205,37,138
408,205,37,138
415,204,37,138
420,204,37,138
423,207,35,131
426,208,35,131
427,205,37,138
432,209,35,131
435,209,35,131
438,209,35,131
441,210,35,131
444,207,37,138
449,208,37,138
453,208,37,138
458,208,37,138
463,204,39,144
468,207,37,138
472,207,37,138
477,207,37,138
482,208,37,138
485,204,39,144
486,205,39,144
484,202,39,144
482,202,39,144
477,200,39,144
474,199,39,144
469,199,39,144
463,198,39,144
460,200,39,144
455,199,39,144
452,198,39,144
449,198,39,144
445,196,39,144
443,198,39,144
442,197,39,144
440,197,39,144
440,195,39,144
439,194,39,144
438,190,39,144
437,189,39,144
436,192,39,144
434,193,39,144
432,187,41,152
431,187,41,152
429,186,41,152
427,186,41,152
426,185,41,152
424,185,41,152
422,186,41,152
419,187,41,152
415,187,41,152
412,189,41,152
411,192,39,144
412,193,39,144
410,191,41,152
408,190,41,152
403,187,41,152
398,181,41,152
396,186,39,144
393,186,39,144
390,187,39,144
387,188,39,144
384,189,39,144
382,189,39,144
380,190,39,144
378,190,39,144
377,188,39,144
375,186,39,144
372,187,39,144
369,183,41,152
366,184,41,152
365,184,41,152
363,184,41,152
363,185,41,152
362,185,41,152
361,184,41,152
360,185,41,152
359,186,41,152
358,186,41,152
357,185,41,152
356,185,41,152
355,185,41,152
354,184,41,152
353,184,41,152
352,183,41,152
351,182,41,152
350,185,39,144
348,185,39,144
346,185,39,144
344,185,39,144
342,185,39,144
341,183,39,144
340,184,39,144
339,184,39,144
338,184,39,144
336,185,39,144
336,188,37,138
333,189,37,138
329,186,39,144
327,187,39,144
325,186,39,144
322,186,39,144
321,186,39,144
320,187,39,144
319,187,39,144
318,185,39,144
316,182,39,144
314,182,39,144
312,179,39,144
310,179,39,144
308,178,39,144
307,175,39,144
305,174,39,144
303,172,39,144
300,174,39,144
296,176,39,144
292,176,39,144
286,177,39,144
282,178,39,144
